G2TX,+0000000,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0000000,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0000030,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0000540,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0000300,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0000000,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0000500,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0000200,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0000000,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0000300,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0050000,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0000000,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0006000,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0000000,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0003000,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0000000,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0000000,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0000000,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0000000,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0000000,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0000000,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0000000,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0000000,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
G2TX,+0000000,+000000000,+000000000,+0001,+0002,+0003,+0004,+0005,Gemini
